Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Z-score	Combined Score	Genes
nervous system development (GO:0007399)	16/456	0.10879160364222950629908837072434835135936737060546875	0.3234067294002478387682231186772696673870086669921875	0.289890228678745476287303972640074789524078369140625	0.5249019750813099793873561793589033186435699462890625	-0.40280004100549605	0.8935398380768884	MYLIP;MEF2C;TGFB1;SLC4A10;CRIM1;NAV1;PROX1;NR2E1;NFASC;CDH1;BTBD3;ADAM23;FAT4;RAPGEF5;ASIC2;ITM2A
regulation of cardiac muscle cell membrane repolarization (GO:0099623)	1/19	0.38139165919794415504640028302674181759357452392578125	0.50560719256330177717728702191379852592945098876953125	0.443555419417765939282816134436870925128459930419921875	0.5978080414893105487550428733811713755130767822265625	-0.9268720312176021	0.8934383250012747	ANK2
fatty-acyl-CoA metabolic process (GO:0035337)	1/20	0.396840613802291353184870104087167419493198394775390625	0.51565714966243814121327204702538438141345977783203125	0.45963914972230546229781111833290196955204010009765625	0.60678364919072291794321927227429114282131195068359375	-0.9658152380808331	0.8926262958270029	SCD
regulation of astrocyte differentiation (GO:0048710)	1/11	0.2427048391067571364576593850870267488062381744384765625	0.41395713978894821405418724680203013122081756591796875	0.29645010947055983052678129752166569232940673828125	0.5249019750813099793873561793589033186435699462890625	-0.6300277028628846	0.8920620382614969	BIN1
regulation of osteoclast differentiation (GO:0045670)	2/38	0.24486663329002766875674979019095189869403839111328125	0.4144009391341985093504263204522430896759033203125	0.321783425372149600729443363889004103839397430419921875	0.5362426141642939736442485809675417840480804443359375	-0.6339771773473502	0.8920322433203818	CARTPT;FSTL3
cell communication by electrical coupling involved in cardiac conduction (GO:0086064)	1/15	0.315544956141795618353995678262435831129550933837890625	0.459608668765916217324729586835019290447235107421875	0.374301128421244133637202367026475258171558380126953125	0.554886144514488588441736283130012452602386474609375	-0.7728627624765132	0.8914617340324333	PKP2
regulation of exosomal secretion (GO:1903541)	1/17	0.349299016791657146452365623190416954457759857177734375	0.480072143246111970871226048984681256115436553955078125	0.4099410723182927984709067459334619343280792236328125	0.5721000285111939032134387161931954324245452880859375	-0.8454369739624019	0.8892533869509044	SDC4
negative regulation of tumor necrosis factor-mediated signaling pathway (GO:0010804)	1/18	0.36554781778801437308601407494279555976390838623046875	0.491269908820419709538640518076135776937007904052734375	0.42699410923027791842088163321022875607013702392578125	0.58381964838290423269739903844310902059078216552734375	-0.8821883122324705	0.8877974242522133	RFFL
mitotic sister chromatid cohesion (GO:0007064)	1/16	0.332634926943528974607744430613820441067218780517578125	0.471177374015508798610341045787208713591098785400390625	0.392381743807308780436216011366923339664936065673828125	0.56427283259193183884150357698672451078891754150390625	-0.8035702889350397	0.884497616387592	PDS5B
insulin secretion (GO:0030073)	1/19	0.38139165919794415504640028302674181759357452392578125	0.50560719256330177717728702191379852592945098876953125	0.443555419417765939282816134436870925128459930419921875	0.5978080414893105487550428733811713755130767822265625	-0.9170800681985793	0.8839995732172798	PTPRN
potassium ion transport (GO:0006813)	3/62	0.2013393656039163814863712786973337642848491668701171875	0.40330822586769687898566871808725409209728240966796875	0.2892706141420438026301553691155277192592620849609375	0.5249019750813099793873561793589033186435699462890625	-0.5504105638284819	0.8821779113866458	ABCC8;KCNIP2;ABCC9
nose development (GO:0043584)	1/9	0.2034336232844824454701893046149052679538726806640625	0.40330822586769687898566871808725409209728240966796875	0.253973175070609846759595029652700759470462799072265625	0.52025018436372938435141577429021708667278289794921875	-0.5531246334260795	0.8808042412551794	PROX1
negative regulation of peptide hormone secretion (GO:0090278)	1/17	0.349299016791657146452365623190416954457759857177734375	0.480072143246111970871226048984681256115436553955078125	0.4099410723182927984709067459334619343280792236328125	0.5721000285111939032134387161931954324245452880859375	-0.8357658936317094	0.8790810841011298	INHBB
negative regulation of lipid catabolic process (GO:0050995)	1/16	0.332634926943528974607744430613820441067218780517578125	0.471177374015508798610341045787208713591098785400390625	0.392381743807308780436216011366923339664936065673828125	0.56427283259193183884150357698672451078891754150390625	-0.7964988299212096	0.8767139928163366	APOC1
regulation of axon regeneration (GO:0048679)	1/11	0.2427048391067571364576593850870267488062381744384765625	0.41395713978894821405418724680203013122081756591796875	0.29645010947055983052678129752166569232940673828125	0.5249019750813099793873561793589033186435699462890625	-0.617524630257227	0.8743588223831283	SCARF1
mitotic G1/S transition checkpoint (GO:0044819)	1/11	0.2427048391067571364576593850870267488062381744384765625	0.41395713978894821405418724680203013122081756591796875	0.29645010947055983052678129752166569232940673828125	0.5249019750813099793873561793589033186435699462890625	-0.615343888609404	0.8712710901604992	TP53
vesicle budding from membrane (GO:0006900)	1/13	0.28004364812540571971766212300281040370464324951171875	0.437355928963216344929065826363512314856052398681640625	0.336513827772504436897094137748354114592075347900390625	0.54044921714397575751576141556142829358577728271484375	-0.6835667969047194	0.8700505192851582	WASL
regulation of lipid kinase activity (GO:0043550)	1/12	0.261609751087375996814188283678959123790264129638671875	0.424722306493143964001291124077397398650646209716796875	0.31677488408680087861313268149388022720813751220703125	0.5319639873253745321335372864268720149993896484375	-0.646545703654682	0.8669540296870571	PPP2R5A
negative regulation of telomerase activity (GO:0051974)	1/9	0.2034336232844824454701893046149052679538726806640625	0.40330822586769687898566871808725409209728240966796875	0.253973175070609846759595029652700759470462799072265625	0.52025018436372938435141577429021708667278289794921875	-0.5441606405972026	0.8665298401073755	TP53
pyrimidine nucleoside biosynthetic process (GO:0046134)	1/16	0.332634926943528974607744430613820441067218780517578125	0.471177374015508798610341045787208713591098785400390625	0.392381743807308780436216011366923339664936065673828125	0.56427283259193183884150357698672451078891754150390625	-0.7846597977943239	0.8636826552460485	TYMP
positive regulation of immunoglobulin production (GO:0002639)	1/20	0.396840613802291353184870104087167419493198394775390625	0.51565714966243814121327204702538438141345977783203125	0.45963914972230546229781111833290196955204010009765625	0.60678364919072291794321927227429114282131195068359375	-0.9338982344835882	0.863127945033203	SASH3
negative regulation of cytokine-mediated signaling pathway (GO:0001960)	2/41	0.27277051490498127606088019092567265033721923828125	0.437355928963216344929065826363512314856052398681640625	0.35358395065299841331096786234411410987377166748046875	0.5443825883625785788666462394758127629756927490234375	-0.662648170816317	0.8608624351852945	PTPRC;RFFL
regulation of secretion (GO:0051046)	1/15	0.315544956141795618353995678262435831129550933837890625	0.459608668765916217324729586835019290447235107421875	0.374301128421244133637202367026475258171558380126953125	0.554886144514488588441736283130012452602386474609375	-0.7447759975886689	0.8590649394837505	SCIN
cellular response to hormone stimulus (GO:0032870)	4/81	0.144025253901111816023927758578793145716190338134765625	0.380436897335357848692893867337261326611042022705078125	0.2304690608628952863679018037146306596696376800537109375	0.51949862548469660783467816145275719463825225830078125	-0.44320133501527104	0.8588207531399515	MEF2C;LMO2;CTSH;CTSS
fatty acid homeostasis (GO:0055089)	1/10	0.22331690185377428559121426587807945907115936279296875	0.40975180242988507028911726592923514544963836669921875	0.27552215890375253426469726036884821951389312744140625	0.5249019750813099793873561793589033186435699462890625	-0.572320788396534	0.8580023972007029	APOE
positive regulation of calcium ion transmembrane transporter activity (GO:1901021)	1/18	0.36554781778801437308601407494279555976390838623046875	0.491269908820419709538640518076135776937007904052734375	0.42699410923027791842088163321022875607013702392578125	0.58381964838290423269739903844310902059078216552734375	-0.8435000578900592	0.8488631830275845	ANK2
regulation of cellular amide metabolic process (GO:0034248)	2/39	0.254162885899161083980146713656722567975521087646484375	0.424722306493143964001291124077397398650646209716796875	0.332433881851865564716064227468450553715229034423828125	0.54044921714397575751576141556142829358577728271484375	-0.6181979429841709	0.846795137805716	CYFIP1;APP
cellular response to nutrient levels (GO:0031669)	3/55	0.1576990951275541730236540161058655939996242523193359375	0.3820794497719166571414461941458284854888916015625	0.234512935645972031561967696688952855765819549560546875	0.52025018436372938435141577429021708667278289794921875	-0.4582295759245789	0.8463805095228379	LAMP2;INHBB;CARTPT
very long-chain fatty acid biosynthetic process (GO:0042761)	1/14	0.29801824258807652068270499512436799705028533935546875	0.448610882705643365664371913226204924285411834716796875	0.355683787878267876347848641671589575707912445068359375	0.5443825883625785788666462394758127629756927490234375	-0.6985495995639532	0.8456645487226755	ELOVL5
regulation of actin filament-based movement (GO:1903115)	1/11	0.2427048391067571364576593850870267488062381744384765625	0.41395713978894821405418724680203013122081756591796875	0.29645010947055983052678129752166569232940673828125	0.5249019750813099793873561793589033186435699462890625	-0.5965614752393387	0.844676897749222	ANK2
protein targeting to membrane (GO:0006612)	3/62	0.2013393656039163814863712786973337642848491668701171875	0.40330822586769687898566871808725409209728240966796875	0.2892706141420438026301553691155277192592620849609375	0.5249019750813099793873561793589033186435699462890625	-0.5255564071957372	0.8423425785851777	SEC61A1;ATG4C;GOLGA7
negative regulation of nuclear division (GO:0051784)	1/12	0.261609751087375996814188283678959123790264129638671875	0.424722306493143964001291124077397398650646209716796875	0.31677488408680087861313268149388022720813751220703125	0.5319639873253745321335372864268720149993896484375	-0.6273564065587431	0.8412230746282765	BMP7
cellular response to exogenous dsRNA (GO:0071360)	1/14	0.29801824258807652068270499512436799705028533935546875	0.448610882705643365664371913226204924285411834716796875	0.355683787878267876347848641671589575707912445068359375	0.5443825883625785788666462394758127629756927490234375	-0.6938469796247413	0.8399715543079763	IFIH1
response to acidic pH (GO:0010447)	1/11	0.2427048391067571364576593850870267488062381744384765625	0.41395713978894821405418724680203013122081756591796875	0.29645010947055983052678129752166569232940673828125	0.5249019750813099793873561793589033186435699462890625	-0.5914724047295862	0.8374712358534716	CTSS
lipoprotein localization (GO:0044872)	1/9	0.2034336232844824454701893046149052679538726806640625	0.40330822586769687898566871808725409209728240966796875	0.253973175070609846759595029652700759470462799072265625	0.52025018436372938435141577429021708667278289794921875	-0.5243671712383157	0.8350104126458394	LRP1
regulation of activated T cell proliferation (GO:0046006)	2/30	0.171595491480830808495028350080247037112712860107421875	0.390481209029185538650352782497066073119640350341796875	0.235715869434346136923608128199703060090541839599609375	0.52025018436372938435141577429021708667278289794921875	-0.46783742081510754	0.824617426575901	IL18;LGALS9
negative regulation of coagulation (GO:0050819)	1/16	0.332634926943528974607744430613820441067218780517578125	0.471177374015508798610341045787208713591098785400390625	0.392381743807308780436216011366923339664936065673828125	0.56427283259193183884150357698672451078891754150390625	-0.747372916843433	0.8226406234814108	APOE
energy coupled proton transport, down electrochemical gradient (GO:0015985)	1/14	0.29801824258807652068270499512436799705028533935546875	0.448610882705643365664371913226204924285411834716796875	0.355683787878267876347848641671589575707912445068359375	0.5443825883625785788666462394758127629756927490234375	-0.6793021168677049	0.8223635350530224	TCIRG1
negative regulation of protein kinase B signaling (GO:0051898)	2/36	0.226321460928844364612899653366184793412685394287109375	0.413390521477379813131136643278296105563640594482421875	0.300364130111963889557813445208012126386165618896484375	0.52941809834737540985116766023566015064716339111328125	-0.5523162475318623	0.8206308713022248	SLC9A3R1;HYAL2
cellular response to insulin stimulus (GO:0032869)	5/111	0.1446498591367725017331480330540216527879238128662109375	0.380436897335357848692893867337261326611042022705078125	0.2439940579196668568595640635976451449096202850341796875	0.52025018436372938435141577429021708667278289794921875	-0.4237531140475238	0.8193008908820746	GAB1;INHBB;TCIRG1;PIK3C2A;CPEB2
thymus development (GO:0048538)	1/15	0.315544956141795618353995678262435831129550933837890625	0.459608668765916217324729586835019290447235107421875	0.374301128421244133637202367026475258171558380126953125	0.554886144514488588441736283130012452602386474609375	-0.7082819962010558	0.816970783395111	TGFBR1
fatty acid elongation (GO:0030497)	1/13	0.28004364812540571971766212300281040370464324951171875	0.437355928963216344929065826363512314856052398681640625	0.336513827772504436897094137748354114592075347900390625	0.54044921714397575751576141556142829358577728271484375	-0.6411065875756631	0.8160067486646677	ELOVL5
smooth muscle cell differentiation (GO:0051145)	1/11	0.2427048391067571364576593850870267488062381744384765625	0.41395713978894821405418724680203013122081756591796875	0.29645010947055983052678129752166569232940673828125	0.5249019750813099793873561793589033186435699462890625	-0.5737928792615454	0.8124386325999146	MEF2C
mitotic chromosome condensation (GO:0007076)	1/16	0.332634926943528974607744430613820441067218780517578125	0.471177374015508798610341045787208713591098785400390625	0.392381743807308780436216011366923339664936065673828125	0.56427283259193183884150357698672451078891754150390625	-0.7341115872259902	0.8080437492586177	NCAPD2
BMP signaling pathway (GO:0030509)	4/82	0.148632506648520956726855501983663998544216156005859375	0.3820794497719166571414461941458284854888916015625	0.2366899715271897353119356921524740755558013916015625	0.52025018436372938435141577429021708667278289794921875	-0.4214590732002395	0.8034183352864092	ACVR1;TGFB1;BMP7;ENG
vesicle cytoskeletal trafficking (GO:0099518)	1/21	0.4119045043512861159484828021959401667118072509765625	0.5275431558893279859745462090359069406986236572265625	0.47525904087586112733987420142511837184429168701171875	0.61705264106384716260578215951682068407535552978515625	-0.9055626695951942	0.8032012540887127	WASL
lymphocyte proliferation (GO:0046651)	2/37	0.2355839039955427427486256419797427952289581298828125	0.41395713978894821405418724680203013122081756591796875	0.31109120314802096718409529785276390612125396728515625	0.5319639873253745321335372864268720149993896484375	-0.5545694769874708	0.8017345205351392	MEF2C;PTPRC
establishment of epithelial cell apical/basal polarity (GO:0045198)	1/10	0.22331690185377428559121426587807945907115936279296875	0.40975180242988507028911726592923514544963836669921875	0.27552215890375253426469726036884821951389312744140625	0.5249019750813099793873561793589033186435699462890625	-0.5333882731483074	0.7996361940340845	SLC9A3R1
negative regulation of blood coagulation (GO:0030195)	2/37	0.2355839039955427427486256419797427952289581298828125	0.41395713978894821405418724680203013122081756591796875	0.31109120314802096718409529785276390612125396728515625	0.5319639873253745321335372864268720149993896484375	-0.5520965924227353	0.7981595006266926	PLAT;APOE
plasma membrane bounded cell projection assembly (GO:0120031)	9/242	0.1528257647615865744139540538526489399373531341552734375	0.3820794497719166571414461941458284854888916015625	0.30097763595347026832627079784288071095943450927734375	0.5296084736994914887731056296615861356258392333984375	-0.4240688382119463	0.7965949923469645	P2RY12;ICK;SLC9A3R1;CYFIP1;ABCC4;RFX2;FXYD5;SEPT4;CD2AP
regulation of transcription factor import into nucleus (GO:0042990)	1/20	0.396840613802291353184870104087167419493198394775390625	0.51565714966243814121327204702538438141345977783203125	0.45963914972230546229781111833290196955204010009765625	0.60678364919072291794321927227429114282131195068359375	-0.8596239857919721	0.7944821576498172	CDH1
regulation of DNA repair (GO:0006282)	2/38	0.24486663329002766875674979019095189869403839111328125	0.4144009391341985093504263204522430896759033203125	0.321783425372149600729443363889004103839397430419921875	0.5362426141642939736442485809675417840480804443359375	-0.5639684967263301	0.7935271193858447	EYA1;UBR5
regulation of mast cell activation (GO:0033003)	1/10	0.22331690185377428559121426587807945907115936279296875	0.40975180242988507028911726592923514544963836669921875	0.27552215890375253426469726036884821951389312744140625	0.5249019750813099793873561793589033186435699462890625	-0.5279803591756318	0.79152884716414	CD84
atrial cardiac muscle cell action potential (GO:0086014)	1/14	0.29801824258807652068270499512436799705028533935546875	0.448610882705643365664371913226204924285411834716796875	0.355683787878267876347848641671589575707912445068359375	0.5443825883625785788666462394758127629756927490234375	-0.652377536918284	0.7897686230142961	ANK2
ERBB2 signaling pathway (GO:0038128)	2/40	0.26346622234839556231378310258151032030582427978515625	0.426027287621577988030452388557023368775844573974609375	0.343036083925550627782286028377711772918701171875	0.5443825883625785788666462394758127629756927490234375	-0.5897507571189161	0.7866273158538236	GAB1;HBEGF
inositol lipid-mediated signaling (GO:0048017)	2/40	0.26346622234839556231378310258151032030582427978515625	0.426027287621577988030452388557023368775844573974609375	0.343036083925550627782286028377711772918701171875	0.5443825883625785788666462394758127629756927490234375	-0.5897060288730651	0.7865676559728453	PTAFR;PIK3C2A
sympathetic nervous system development (GO:0048485)	1/17	0.349299016791657146452365623190416954457759857177734375	0.480072143246111970871226048984681256115436553955078125	0.4099410723182927984709067459334619343280792236328125	0.5721000285111939032134387161931954324245452880859375	-0.7468873654103351	0.785596253555283	SEMA3F
cardiolipin metabolic process (GO:0032048)	1/14	0.29801824258807652068270499512436799705028533935546875	0.448610882705643365664371913226204924285411834716796875	0.355683787878267876347848641671589575707912445068359375	0.5443825883625785788666462394758127629756927490234375	-0.6483311055254644	0.7848700108328817	HADHA
aminoglycan catabolic process (GO:0006026)	2/33	0.1987285931443150965858279732856317423284053802490234375	0.40330822586769687898566871808725409209728240966796875	0.268049766779109133185698965462506748735904693603515625	0.5249019750813099793873561793589033186435699462890625	-0.48265720565222486	0.7798848679605233	SDC4;HYAL2
negative regulation of intrinsic apoptotic signaling pathway (GO:2001243)	3/63	0.207794353206573578773941335384733974933624267578125	0.407290138603308482512233013039804063737392425537109375	0.29718981534189936599688053320278413593769073486328125	0.52555477332309674665111742797307670116424560546875	-0.4954357060820137	0.7784317397296066	TMBIM6;SOD2;CLU
cellular response to oxygen-containing compound (GO:1901701)	10/275	0.151613613763516508203821331335348077118396759033203125	0.3820794497719166571414461941458284854888916015625	0.309401182232205973487992878290242515504360198974609375	0.5319639873253745321335372864268720149993896484375	-0.4112086982378289	0.7757123163354568	P2RY12;SBNO2;MEF2C;PXN;CASP1;SH3BP4;TNFAIP3;LILRB1;TNFRSF1B;TLR2
establishment or maintenance of apical/basal cell polarity (GO:0035088)	1/19	0.38139165919794415504640028302674181759357452392578125	0.50560719256330177717728702191379852592945098876953125	0.443555419417765939282816134436870925128459930419921875	0.5978080414893105487550428733811713755130767822265625	-0.8022931210771065	0.7733531686284011	SCARF1
positive regulation of hormone secretion (GO:0046887)	1/18	0.36554781778801437308601407494279555976390838623046875	0.491269908820419709538640518076135776937007904052734375	0.42699410923027791842088163321022875607013702392578125	0.58381964838290423269739903844310902059078216552734375	-0.7666084447715756	0.7714826791979228	CARTPT
mesonephros development (GO:0001823)	1/12	0.261609751087375996814188283678959123790264129638671875	0.424722306493143964001291124077397398650646209716796875	0.31677488408680087861313268149388022720813751220703125	0.5319639873253745321335372864268720149993896484375	-0.571325693054162	0.7660914132709197	BMP7
negative regulation of response to cytokine stimulus (GO:0060761)	1/11	0.2427048391067571364576593850870267488062381744384765625	0.41395713978894821405418724680203013122081756591796875	0.29645010947055983052678129752166569232940673828125	0.5249019750813099793873561793589033186435699462890625	-0.5404240651239895	0.7651914207413664	PTPRC
regulation of lipase activity (GO:0060191)	1/15	0.315544956141795618353995678262435831129550933837890625	0.459608668765916217324729586835019290447235107421875	0.374301128421244133637202367026475258171558380126953125	0.554886144514488588441736283130012452602386474609375	-0.6587735564218208	0.7598650697837912	PCSK6
positive regulation of stress fiber assembly (GO:0051496)	2/38	0.24486663329002766875674979019095189869403839111328125	0.4144009391341985093504263204522430896759033203125	0.321783425372149600729443363889004103839397430419921875	0.5362426141642939736442485809675417840480804443359375	-0.5395052944299518	0.7591063768055758	PXN;TGFBR1
positive regulation of cysteine-type endopeptidase activity (GO:2001056)	3/56	0.1637455837484634024736607216254924423992633819580078125	0.383698295086349727700536504926276393234729766845703125	0.242234039979360049610335181569098494946956634521484375	0.52025018436372938435141577429021708667278289794921875	-0.4192338115678823	0.7585790041587184	MYC;CASP1;NOD1
positive regulation of type 2 immune response (GO:0002830)	1/11	0.2427048391067571364576593850870267488062381744384765625	0.41395713978894821405418724680203013122081756591796875	0.29645010947055983052678129752166569232940673828125	0.5249019750813099793873561793589033186435699462890625	-0.5350734851975466	0.7576154852493638	IL18
anion homeostasis (GO:0055081)	1/19	0.38139165919794415504640028302674181759357452392578125	0.50560719256330177717728702191379852592945098876953125	0.443555419417765939282816134436870925128459930419921875	0.5978080414893105487550428733811713755130767822265625	-0.7859333196413268	0.7575834905068861	APOE
chemical synaptic transmission, postsynaptic (GO:0099565)	2/34	0.207886177345705636110295699836569838225841522216796875	0.407290138603308482512233013039804063737392425537109375	0.278835341294931315925254011744982562959194183349609375	0.5249019750813099793873561793589033186435699462890625	-0.4804738920963444	0.7547113681303774	MEF2C;MAPK8IP2
regulation of mesenchymal cell proliferation (GO:0010464)	1/13	0.28004364812540571971766212300281040370464324951171875	0.437355928963216344929065826363512314856052398681640625	0.336513827772504436897094137748354114592075347900390625	0.54044921714397575751576141556142829358577728271484375	-0.5921712774095216	0.7537214062310938	MYC
tumor necrosis factor-mediated signaling pathway (GO:0033209)	5/124	0.1982283408242797861920081459174980409443378448486328125	0.40330822586769687898566871808725409209728240966796875	0.316286377993680700715373177445144392549991607666015625	0.5319639873253745321335372864268720149993896484375	-0.46562327847567575	0.7535347632579295	PSME4;LTBR;TNFRSF1B;MAP3K14;LIMS1
regulation of systemic arterial blood pressure (GO:0003073)	1/13	0.28004364812540571971766212300281040370464324951171875	0.437355928963216344929065826363512314856052398681640625	0.336513827772504436897094137748354114592075347900390625	0.54044921714397575751576141556142829358577728271484375	-0.5912020798740835	0.7524878021081082	SLC2A5
negative regulation of morphogenesis of an epithelium (GO:1905331)	1/12	0.261609751087375996814188283678959123790264129638671875	0.424722306493143964001291124077397398650646209716796875	0.31677488408680087861313268149388022720813751220703125	0.5319639873253745321335372864268720149993896484375	-0.559101158526916	0.7496995179887496	TBX2
response to peptide hormone (GO:0043434)	2/41	0.27277051490498127606088019092567265033721923828125	0.437355928963216344929065826363512314856052398681640625	0.35358395065299841331096786234411410987377166748046875	0.5443825883625785788666462394758127629756927490234375	-0.5757159647147922	0.7479266814377257	CRY1;GNAI1
regulation of protein localization to membrane (GO:1905475)	1/18	0.36554781778801437308601407494279555976390838623046875	0.491269908820419709538640518076135776937007904052734375	0.42699410923027791842088163321022875607013702392578125	0.58381964838290423269739903844310902059078216552734375	-0.7416599460289408	0.7463755534113434	GBP1
regulation of T cell chemotaxis (GO:0010819)	1/11	0.2427048391067571364576593850870267488062381744384765625	0.41395713978894821405418724680203013122081756591796875	0.29645010947055983052678129752166569232940673828125	0.5249019750813099793873561793589033186435699462890625	-0.5221000327441133	0.7392462542039522	ADAM10
cellular response to peptide hormone stimulus (GO:0071375)	5/111	0.1446498591367725017331480330540216527879238128662109375	0.380436897335357848692893867337261326611042022705078125	0.2439940579196668568595640635976451449096202850341796875	0.52025018436372938435141577429021708667278289794921875	-0.3815810199413531	0.7377637100894081	GNG3;PRKAR2B;INHBB;ADCY7;CPEB2
branching involved in blood vessel morphogenesis (GO:0001569)	1/15	0.315544956141795618353995678262435831129550933837890625	0.459608668765916217324729586835019290447235107421875	0.374301128421244133637202367026475258171558380126953125	0.554886144514488588441736283130012452602386474609375	-0.6390542224242776	0.7371197228310082	ENG
regulation of lamellipodium morphogenesis (GO:2000392)	1/12	0.261609751087375996814188283678959123790264129638671875	0.424722306493143964001291124077397398650646209716796875	0.31677488408680087861313268149388022720813751220703125	0.5319639873253745321335372864268720149993896484375	-0.5492626246346293	0.736507014263311	CD44
purine ribonucleoside triphosphate biosynthetic process (GO:0009206)	1/28	0.507345338183011307364722597412765026092529296875	0.59937837492596790500698489267961122095584869384765625	0.57268495387740048219171740129240788519382476806640625	0.68289654024945301014071219469769857823848724365234375	-1.0831378231389974	0.7349776480440982	TGFB1
negative regulation of transcription regulatory region DNA binding (GO:2000678)	1/17	0.349299016791657146452365623190416954457759857177734375	0.480072143246111970871226048984681256115436553955078125	0.4099410723182927984709067459334619343280792236328125	0.5721000285111939032134387161931954324245452880859375	-0.6933093675046038	0.7292414718612441	PSEN1
nucleoside salvage (GO:0043174)	1/15	0.315544956141795618353995678262435831129550933837890625	0.459608668765916217324729586835019290447235107421875	0.374301128421244133637202367026475258171558380126953125	0.554886144514488588441736283130012452602386474609375	-0.632143065491973	0.7291480204251367	TYMP
regulation of lymphocyte activation (GO:0051249)	1/14	0.29801824258807652068270499512436799705028533935546875	0.448610882705643365664371913226204924285411834716796875	0.355683787878267876347848641671589575707912445068359375	0.5443825883625785788666462394758127629756927490234375	-0.5985927110925645	0.7246566818029251	CD4
macromolecule biosynthetic process (GO:0009059)	1/20	0.396840613802291353184870104087167419493198394775390625	0.51565714966243814121327204702538438141345977783203125	0.45963914972230546229781111833290196955204010009765625	0.60678364919072291794321927227429114282131195068359375	-0.7834193992608259	0.7240523123561232	PTPRC
nuclear envelope reassembly (GO:0031468)	1/19	0.38139165919794415504640028302674181759357452392578125	0.50560719256330177717728702191379852592945098876953125	0.443555419417765939282816134436870925128459930419921875	0.5978080414893105487550428733811713755130767822265625	-0.7504484301837383	0.7233785958374511	REEP3
positive regulation of antigen receptor-mediated signaling pathway (GO:0050857)	1/17	0.349299016791657146452365623190416954457759857177734375	0.480072143246111970871226048984681256115436553955078125	0.4099410723182927984709067459334619343280792236328125	0.5721000285111939032134387161931954324245452880859375	-0.6874321005534915	0.7230596041369166	PTPRC
keratan sulfate metabolic process (GO:0042339)	2/35	0.2170864029429872832377412805726635269820690155029296875	0.40975180242988507028911726592923514544963836669921875	0.289609567161559056103214970789849758148193359375	0.5249019750813099793873561793589033186435699462890625	-0.47302574157519417	0.7225278209152525	B4GALT1;OMD
positive regulation of defense response to virus by host (GO:0002230)	1/22	0.426592909800461106417657219935790635645389556884765625	0.53928501270178774706920421522227115929126739501953125	0.490428439216154032909145144003559835255146026611328125	0.6301060173693262544958315629628486931324005126953125	-0.8423846333051183	0.7176486073525071	LILRB1
negative regulation of protein dephosphorylation (GO:0035308)	1/19	0.38139165919794415504640028302674181759357452392578125	0.50560719256330177717728702191379852592945098876953125	0.443555419417765939282816134436870925128459930419921875	0.5978080414893105487550428733811713755130767822265625	-0.7412133617158017	0.7144766505576627	FKBP1A
proton-transporting V-type ATPase complex assembly (GO:0070070)	1/10	0.22331690185377428559121426587807945907115936279296875	0.40975180242988507028911726592923514544963836669921875	0.27552215890375253426469726036884821951389312744140625	0.5249019750813099793873561793589033186435699462890625	-0.47624186620773623	0.7139643904922478	TCIRG1
establishment of apical/basal cell polarity (GO:0035089)	1/13	0.28004364812540571971766212300281040370464324951171875	0.437355928963216344929065826363512314856052398681640625	0.336513827772504436897094137748354114592075347900390625	0.54044921714397575751576141556142829358577728271484375	-0.5603373652418935	0.7132028907945058	SLC9A3R1
negative regulation of RNA splicing (GO:0033119)	1/19	0.38139165919794415504640028302674181759357452392578125	0.50560719256330177717728702191379852592945098876953125	0.443555419417765939282816134436870925128459930419921875	0.5978080414893105487550428733811713755130767822265625	-0.7381970092192166	0.7115691025560016	TMBIM6
positive regulation of peptidyl-serine phosphorylation (GO:0033138)	4/84	0.158013866766157973220430221772403456270694732666015625	0.3820794497719166571414461941458284854888916015625	0.2492477750230767952199784076583455316722393035888671875	0.52025018436372938435141577429021708667278289794921875	-0.38555450691981397	0.711376012364181	APP;TGFB1;ARAF;CD44
negative regulation of insulin secretion (GO:0046676)	1/16	0.332634926943528974607744430613820441067218780517578125	0.471177374015508798610341045787208713591098785400390625	0.392381743807308780436216011366923339664936065673828125	0.56427283259193183884150357698672451078891754150390625	-0.6459550735347807	0.7110090190021604	INHBB
cellular response to gamma radiation (GO:0071480)	1/18	0.36554781778801437308601407494279555976390838623046875	0.491269908820419709538640518076135776937007904052734375	0.42699410923027791842088163321022875607013702392578125	0.58381964838290423269739903844310902059078216552734375	-0.7048767658807226	0.7093584991854108	TP53
response to nicotine (GO:0035094)	1/22	0.426592909800461106417657219935790635645389556884765625	0.53928501270178774706920421522227115929126739501953125	0.490428439216154032909145144003559835255146026611328125	0.6301060173693262544958315629628486931324005126953125	-0.8310862894832781	0.7080232647375541	HMOX1
extracellular matrix assembly (GO:0085029)	1/17	0.349299016791657146452365623190416954457759857177734375	0.480072143246111970871226048984681256115436553955078125	0.4099410723182927984709067459334619343280792236328125	0.5721000285111939032134387161931954324245452880859375	-0.6726080777348985	0.7074672975479485	TGFB1
branching involved in ureteric bud morphogenesis (GO:0001658)	1/21	0.4119045043512861159484828021959401667118072509765625	0.5275431558893279859745462090359069406986236572265625	0.47525904087586112733987420142511837184429168701171875	0.61705264106384716260578215951682068407535552978515625	-0.794354437995934	0.7045635848422066	MYC
